cement,slag,ash,water,superplastic,coarseagg,fineagg,age
-0.4830787637920619,-0.8305998649022683,0.7463473981178445,0.6579894034079629,-0.188986799813814,0.12235946339990161,1.7052375971541305,-0.6903977282871308
-0.9953997362513232,-0.8305998649022683,1.8870524092904373,-0.5415203251377553,0.47749746328040715,1.5062933649580696,0.2829759532685352,0.3002027932950011
0.9739120993481785,-0.8305998649022683,-0.822730476425395,1.1268333074588264,-1.1564639559183287,0.13643336748354368,0.3321785182461997,-0.6903977282871308
-0.6130333519280696,1.1143313900030911,-0.822730476425395,1.522610629060205,-1.1564639559183287,0.22087679198539775,-0.1444713299749187,-1.4687267095302345
0.1479507266760522,-0.5002506071688739,0.4591428647216154,-1.0042753473178285,1.0579837569431163,0.12079569627949654,-0.7287517890846767,0.3002027932950011
1.7361457412997623,-0.8305998649022683,-0.822730476425395,0.517945120379782,-1.1564639559183287,1.0277806261142293,-0.22135033775251847,0.3002027932950011
0.0617308557012012,0.7385591093313549,-0.822730476425395,0.3961674829639732,-1.1564639559183287,-0.4265227958621526,-1.3745354544165147,0.3002027932950011
-0.5942899017161455,-0.8305998649022683,2.003881372027886,-1.1747640396999617,1.3589766499534095,1.3186413105095043,0.1922587240909678,-0.6903977282871308
-1.2753019260827245,1.2203184435258883,1.0595139232335065,-0.21272070411507105,2.068459897763387,-0.0981317005771631,-0.6057453766405172,0.3002027932950011
0.6115387285843108,-0.8305998649022683,-0.822730476425395,0.8223892139193042,-1.1564639559183287,0.1677087098916379,1.3931088255770763,-1.1856979890781967
-0.6130333519280696,1.1143313900030911,-0.822730476425395,1.522610629060205,-1.1564639559183287,0.22087679198539775,-0.1444713299749187,0.3002027932950011
0.8739470315512495,-0.8305998649022683,-0.822730476425395,0.8223892139193042,-1.1564639559183287,1.0277806261142293,0.9472105804669977,-1.4687267095302345
-1.4252495277781179,0.752323661736913,0.6214053129680724,1.4312774009983484,0.7784903562907007,-1.552435122553545,1.0702169929111573,0.3002027932950011
1.5487112391805204,-0.8305998649022683,-0.822730476425395,0.4570563016718776,-1.1564639559183287,0.10515802507544943,0.05541409024684062,-1.6102410697562533
0.6115387285843108,-0.8305998649022683,-0.822730476425395,0.8223892139193042,-1.1564639559183287,0.8244909004616169,1.0855927944666772,0.3002027932950011
